OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
152	TARA_B110000091	TARA_173	DCM	[0.22-3µm]	78.9354	79.0604	TARA_173_DCM_0.22-3	TARA_173	ERS1308727		SAMEA4397278	SEQ-(100L)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000091	2013-07-08T11:00	-87	-1.29785	34.4561	27.72345	102.636	5.95725	35	0.635657	348.000625	4.427788	0.001215531	0.004081616	0.020618707	6.240898371			81.824172973633	0.00036040117265657	0.0037	1.3839		0	0.0542		0.026	0.209065	1.709	0.231772	15	47	19	14	47	46							0.0862	0	1.3839	0	0.0047	0.0188	0.0052	0	78.9354	79.0604	1.181939274	summer	early		0	4.833333
153	TARA_B110000083	TARA_173	SRF	[0.22-3µm]	78.9564	79.4201	TARA_173_SRF_0.22-3	TARA_173	ERS1308698		SAMEA4397249	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000083	2013-07-08T04:12	-87	-0.160312	33.613775	26.994413	102.636	0.0441	5	19.445208	385.28075	2.099614	0.001215531	0.004081616	0.020618707	6.240898371					0.00325	0.43265		0.00095	0.0218	8.051	0.0015	0.056871	0.441	0.273079	15	47	19	14	47	46							0.02775	0	0.43265	0	0.0034	0.0172	0.0143	0.0034	78.9564	79.4201	5.30974521	summer	early		0	4.833333
154	TARA_B110000110	TARA_175	SRF	[0.22-3µm]	79.2233	66.3435	TARA_175_SRF_0.22-3	TARA_175	ERS1308773		SAMEA4397324	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000110	2013-07-10T03:58	-440	1.365705	34.264755	27.429195	113.2174	1.455	5	6.700916	369.289812	2.150477	0.00109338	0.000589373	0.003293654	6.750465393			94.319355010986	0.00045784005487803	0.01165	0.21605		0.01385	0.0054	7.983	0.001	0.063634	0.3685	0.523062	374	15	34	13	322	377							0.02665	0.02035	0.21605	0.03025	0.07485	0.0358	0.01515	0.0111	79.2233	66.3435	0	summer	early		0	0
155	TARA_B110000112	TARA_175	ZZZ	[0.22-3µm]	79.2026	66.4827	TARA_175_ZZZ_0.22-3	TARA_175	ERS1308806		SAMEA4397357	SEQ-(10L-or-15min)_W0.22-3	ZZZ	[ZZZ] marine water layer (ENVO:01000295)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000112	2013-07-10T11:00	-449	1.47689	34.8814	27.91825	159.878	-0.027	199	0	296.228	11.691602	0.00109338	0.000589373	0.003293654	6.750465393			98.904579162598	0.00049169798148796							0.019	0.730535	11.508	4.994604	231	16	3	26	154	44															79.2026	66.4827	0	summer	early		0	0
156	TARA_B110000204	TARA_178	SRF	[0.22-3µm]	77.1604	73.2057	TARA_178_SRF_0.22-3	TARA_178	ERS1308888		SAMEA4397439	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000204	2013-07-15T02:11	-318	1.325833	34.142392	27.333308	96.5746	0.03525	5	16.556152	348.196667		0.001328503	0.003428314	0.021517911	5.088556846			64.085369110107	0.00031943214708008	0.0034	0.023975		0.00305	0	7.996	0.008333	0.047034	0.278	0.244154	16	83	25	28	310								0.004275	0.0008	0.023975	0.00785	0.011925	0.002875	0.006325	0.003525	77.1604	73.2057	0	summer	early	-0.040917	0	0
157	TARA_B110000501	TARA_180	SRF	[0.22-3µm]	74.8023	76.1478	TARA_180_SRF_0.22-3	TARA_180	ERS1308932		SAMEA4397483	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000501	2013-07-18T02:04	-32	2.507887	22.980169	18.339325	171.3892	0.422625	5	1.086771	357.164917		0.001387656	0.003474399	0.01667134	2.7429805			1359.4073486328	0.00024538559955545	0.005267	0.085767		0.003333	0.006183	7.816	0.014667	0.238302	0.247333	11.775524	11	34	5	23	34								0.005483	0.0211	0.085767	0.013367	0.002433	0.008217	0.009017	0.004917	74.8023	76.1478	0	summer	early	0.010402	0	3.777778
158	TARA_B110000206	TARA_180	DCM	[0.22-3µm]	74.8283	76.2096	TARA_180_DCM_0.22-3	TARA_180	ERS1308979		SAMEA4397530	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000206	2013-07-18T08:27	-32	-1.533492	33.646092	27.072625	171.3892	0.5808	30	1.0E-6	356.223917		0.001387656	0.003474399	0.01667134	2.7429805			1180.789855957	0.00031099290936254	0	0.6226		0	0.0112		0.075667	0.482771	2.080833	8.877352	11	34	5	23	34								0.0129	0	0.6226	0	0	0.001	0.0012	0	74.8283	76.2096	0	summer	early	0.010402	0	3.777778
159	TARA_B110000235	TARA_188	DCM	[0.22-3µm]	78.3555	91.6084	TARA_188_DCM_0.22-3	TARA_188	ERS1309070		SAMEA4397621	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000235	2013-08-15T07:54	-33	-1.647244	33.436706	26.906337	112.7778	2.6546	17		373.061		0.001304139	0.002257904	0.010750825	4.442976594					0.0164	1.7308		0	0.1738		0.124	0.307592	1.227	0.851791	27	19	20	14	27								0.046	0	1.7308	0.0508	0	0.0012	0.0076	0.0005	78.3555	91.6084	46.51916606	summer	middle	-0.072783	0	0
160	TARA_B110000233	TARA_188	SRF	[0.22-3µm]	78.2518	91.8557	TARA_188_SRF_0.22-3	TARA_188	ERS1309029		SAMEA4397580	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000233	2013-08-15T00:30	-33	-1.649738	32.950844	26.511331	112.7778	2.2128	5		388.303875		0.001304139	0.002257904	0.010750825	4.442976594					0.0316	1.68195		0	0.2274	7.952	0.074	0.216027	0.513	0.465648	27	19	20	14	27								0.0439	0	1.68195	0.09535	0	0	0.01305	0.0031	78.2518	91.8557	46.51916606	summer	middle	-0.072783	0	0
161	TARA_B110000255	TARA_189	DCM	[0.22-3µm]	77.9668	116.656	TARA_189_DCM_0.22-3	TARA_189	ERS1309165		SAMEA4397716	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000255	2013-08-27T11:40	-669	-0.607125	32.726735	26.29815	182.5206	1.5105	20		371.05845		0.001270051	0.000620584	0.00842355	4.560707092															499	20	5	13	618																77.9668	116.6556	0	summer	late		0	0
162	TARA_B110000257	TARA_189	MES	[0.22-3µm]	78.0391	116.41	TARA_189_MES_0.22-3	TARA_189	ERS1309190		SAMEA4397741	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000257	2013-08-28T00:47	-745	1.59404	34.92558	27.94409	183.955	-0.0078	299		293.889		0.001270051	0.000620584	0.00842355	4.560707092															499	18	4	16	844																78.0391	116.4105	0	summer	late		0	0
163	TARA_B110000253	TARA_189	SRF	[0.22-3µm]	77.9028	117.155	TARA_189_SRF_0.22-3	TARA_189	ERS1309109		SAMEA4397660	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000253	2013-08-27T01:53	-1071	0.10149	28.82053	23.11621	47.9959	0.60864	5	4.251771	363.6485		0.001270051	0.000620584	0.00842355	4.560707092										7.857					150	21	6	13	1010																77.9028	117.1545	0	summer	middle		0	0
164	TARA_B110000283	TARA_191	SRF	[0.22-3µm]	71.5955	160.938	TARA_191_SRF_0.22-3	TARA_191	ERS1309217		SAMEA4397768	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000283	2013-09-02T22:37		1.48885	28.41685	22.7306		0.4392	5		340.44375		0.001360622	0.000260443	0.008790679	7.268763781					0.00085	0.05735		0.0039	0.0083	7.74	0.07525	1.195806	1.06325	19.646147													0.00375	0	0.05735	0.003	0.003	0.0018	0.00215	0	71.5955	160.9383	0	unknown	unknown	-0.089788	0	2.777778
165	TARA_B110000975	TARA_193	SRF	[0.22-3µm]	71.0704	174.992	TARA_193_SRF_0.22-3	TARA_193	ERS1309258		SAMEA4397809	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000975	2013-09-08T02:45	-39	2.4534	29.0291	23.1614	106.53	0.8718	5	4.166652	339.4475	0	0.000702537	0.006029853	0.095924451	14.03496305			132.81981658936	0.00070417727692984	0.0031	0.1744		0.0072	0.002	7.964	0.125	1.614977	6.2695	30.149509	17	13	25	27	35	30							0.0251	0.0107	0.1744	0.0078	0.0052	0.0117	0.0038	0.0006	71.0704	174.9916	0	summer	late		0	0
166	TARA_B110000966	TARA_194	DCM	[0.22-3µm]	73.3275	-168.814	TARA_194_DCM_0.22-3	TARA_194	ERS1309364		SAMEA4397915	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000966	2013-09-12T03:59	-107	-0.987833	31.56495	25.370225	394.524	0.6449	35		396.848083	0	0.000713809	0.002943427	0.086454551	12.09370343					0.0017	0.2799		0	0.0212		0.441	0.866194	1.9045	5.566842	14	30	10	25	81	39							0.03095	0	0.2799	0.0065	0.0096	0.007	0.0026	0	73.3275	-168.8142	0	summer	late		0	0
167	TARA_B110000969	TARA_194	SRF	[0.22-3µm]	73.3833	-168.133	TARA_194_SRF_0.22-3	TARA_194	ERS1309302		SAMEA4397853	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000969	2013-09-11T20:00	-105	-0.585333	27.442	22.016175	130.4511	0.1806	5		368.662625	0	0.000713809	0.002943427	0.086454551	12.09370343					0.0032	0.0658		0.0037	0	7.963	0.126	0.361653	0.2285	1.424261	33	41	4	26	74	61							0.0116	0	0.0658	0.0061	0.0098	0.0049	0.0025	0.0021	73.3833	-168.1333	0	summer	late		0	0
168	TARA_B110000303	TARA_196	SRF	[0.22-3µm]	71.8895	-154.91	TARA_196_SRF_0.22-3	TARA_196	ERS1309391		SAMEA4397942	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000303	2013-09-14T17:30	-495	2.5694	28.60925	22.8182	145.0122	0.9741	5		336.04075	1.604622	0.000241071	0.0284539	0.258621321	3.979379679					0.02025	0.22775		0.00885	0.00425	7.913	0.0865	0.430504	0.4235	2.822912	14	14	21	27	173	43							0.03165	0.0202	0.22775	0.0429	0.024	0.02815	0.0049	0.0056	71.8895	-154.9101	0	summer	late		0	0
169	TARA_B110000906	TARA_201	DCM	[0.22-3µm]	74.3386	-85.6208	TARA_201_DCM_0.22-3	TARA_201	ERS1309526		SAMEA4398077	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000906	2013-09-30T22:33	-547	-0.409335	31.947283	25.654808	20.551	1.50066	36	0.05962	343.877833	5.355932	0.000958759	0.000747411	0.010224308	6.634556611					0	0.5729		0	0.0445		0.025	0.6443	2.133	4.087196	150	28	8	13	146	42							0.0535	0	0.5729	0.0026	0	0	0	0	74.3386	-85.6208	0.652313606	autumn	early		0	0
170	TARA_B110000913	TARA_201	MES	[0.22-3µm]	74.305	-85.6552	TARA_201_MES_0.22-3	TARA_201	ERS1309445		SAMEA4397996	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000913	2013-09-29T16:37	-540	0.994025	34.342505	27.51832	21.643	-0.00648	441	0	233.314	10.238791	0.000958759	0.000747411	0.010224308	6.634556611					0	0.0118		0	0	7.705					14	33	9	13	520	99							0.0004	0	0.0118	0	0	0	0	0	74.305	-85.6552	0.512138506	autumn	early		0	0
171	TARA_B110000901	TARA_201	SRF	[0.22-3µm]	74.2987	-85.7806	TARA_201_SRF_0.22-3	TARA_201	ERS1309471		SAMEA4398022	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000901	2013-09-30T15:02	-536	-1.32986	30.70185	24.678167	13.8345	1.13016	5	2.995157	368.52475	3.75923	0.000958759	0.000747411	0.010224308	6.634556611					0.0038	0.3843		0.0088	0.071	7.802	0.0775	0.526245	1.328	2.062045	20	24	29	13	506	44							0.0428	0	0.3843	0.0129	0.0495	0	0.0044	0	74.2987	-85.7806	0.326156803	autumn	early		0	0
172	TARA_B110000878	TARA_205	MES	[0.22-3µm]	72.4456	-71.8814	TARA_205_MES_0.22-3	TARA_205	ERS1309612		SAMEA4398163	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000878	2013-10-08T18:24	-1046	1.230869	34.378169	27.531506	91.7069	-0.0081	491		227.316	22.810319	0.000596423	0.018947516	0.152390116	1.684819688															243	24	48	13	481	53															72.4456	-71.8814	0	autumn	early	0.189964	0.113334	0
173	TARA_B110000875	TARA_205	SRF	[0.22-3µm]	72.4693	-71.892	TARA_205_SRF_0.22-3	TARA_205	ERS1309554		SAMEA4398105	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000875	2013-10-08T12:15	-1053	-0.479225	31.99537	25.7008	9.7492	1.98441	5		353.1935	3.880872	0.000596423	0.018947516	0.152390116	1.684819688					0.00315	0.8194		0	0.08155	7.898	0.0895	0.560568	0.411	0.298067	239	26	47	16	983	51							0.1347	0	0.8194	0.0082	0.00455	0	0.008	0	72.4693	-71.892	0	autumn	early	0.189964	0.113334	0
174	TARA_B110000494	TARA_206	MES	[0.22-3µm]	70.9433	-53.5127	TARA_206_MES_0.22-3	TARA_206	ERS1309682		SAMEA4398233	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000494	2013-10-12T18:02	-680	3.03554	34.50669	27.488995	7.5708	-0.01008	411		230.0861	13.409788	0.000494336	0.022793755	0.19323191	0.170150639															205	14	35	15	472	505															70.9433	-53.5127	0.251729518	autumn	early		0	0
175	TARA_B110000481	TARA_206	SRF	[0.22-3µm]	70.9574	-53.5989	TARA_206_SRF_0.22-3	TARA_206	ERS1309636		SAMEA4398187	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000481	2013-10-12T11:09	-661	1.445315	32.08329	25.673125	7.7687	1.25556	5		328.54665	3.615087	0.000494336	0.022793755	0.19323191	0.170150639					0.02145	0.1842		0.0607	0.0084	7.973	0.128	0.220883	1.24175	1.04231	231	13	58	13	249	55							0.06425	0.0834	0.1842	0.0461	0.12965	0.02205	0.00415	0.0031	70.9574	-53.5989	0.251729518	autumn	early		0	0
176	TARA_B110000857	TARA_208	SRF	[0.22-3µm]	69.1136	-51.5086	TARA_208_SRF_0.22-3	TARA_208	ERS1309710		SAMEA4398261	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000857	2013-10-20T10:34	-344	3.1965	32.99175	26.265	16.3515	0.3732	5		303.326	1.791002	0.000453137	0.020453628	0.259672788	0.480761975					0.0072	0.08585		0.0221	0.01		0.1665	0.312072	1.916	0.819597	141	13	112	13	316	342							0.03375	0.02805	0.08585	0.01855	0.05775	0.01385	0.0016	0.00055	69.1136	-51.5086	0	autumn	early	-0.016382	0	0
177	TARA_B110000465	TARA_209	MES	[0.22-3µm]	64.7	-52.996	TARA_209_MES_0.22-3	TARA_209	ERS1309803		SAMEA4398354	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000465	2013-10-23T17:36	-513	4.20173	34.59923	27.448865	39.2126	-0.0111	351	0	273.02835	10.622333	0.000488831	0.029433576	0.29848822	0.505696426					0	0.0102		0.0019	0.009						17		89	14	424	426							0.0021	0.0007	0.0102	0.001	0.002	0.0006	0.0008	0	64.7	-52.996	0	autumn	middle	-0.050291	0	5.666667
178	TARA_B110000457	TARA_209	SRF	[0.22-3µm]	64.7127	-53.0106	TARA_209_SRF_0.22-3	TARA_209	ERS1309758		SAMEA4398309	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000457	2013-10-23T10:25	-489	2.496125	32.603119	26.011175	15.6846	1.325775	5	1.224595	323.901563	6.131005	0.000488831	0.029433576	0.29848822	0.505696426															17	18	94	15	498	498															64.7127	-53.0106	0	autumn	early	-0.050291	0	5.666667
179	TARA_B110000436	TARA_210	MES	[0.22-3µm]	61.5754	-55.9846	TARA_210_MES_0.22-3	TARA_210	ERS1309875		SAMEA4398426	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000436	2013-10-27T16:30	-2760	4.791395	34.939595	27.65512	308.7184	-0.0018	391	0	271.8744	16.017641	0.000208521	0.035179306	0.348001957	2.06166782					0	0.0023		0.0011	0.0024		0.134	0.851461	9.908	4.07817	274		79	13	317	73							0.0006	0.0011	0.0023	0	0.0009	0	0	0	61.5754	-55.9846	0	autumn	middle	0.215913	0.078105	0
180	TARA_B110000442	TARA_210	SRF	[0.22-3µm]	61.5427	-55.9869	TARA_210_SRF_0.22-3	TARA_210	ERS1309830		SAMEA4398381	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_B110000442	2013-10-27T10:16	-2770	5.295265	34.212769	27.017281	41.4855	1.01295	5	1.704362	293.84675	8.286479	0.000208521	0.035179306	0.348001957	2.06166782					0.00775	0.1275		0.04545	0.0063		0.31575	0.511975	5.8035	2.252584	147	23	82	14	135	95							0.065875	0.054125	0.1275	0.022125	0.13335	0.027975	0.0075	0.001	61.5427	-55.9869	0	autumn	middle	0.215913	0.078105	0
